name,slope,intercept,xc,yc,maj,min,ang,zc,zslope,time,zpixres,axis
20250419_JIM767_pha4GFP_25_L4,0.5631,-21.3323,417,322,564,344,50.1833,35.0833,4.9909,94,5.7471,PVL
