20241107_JIM767_25_L3	1	0	0
20241107_JIM767_25_L3	2	89	89
20241107_JIM767_25_L3	3	180	90
20241107_JIM767_25_L3	4	270	90
20241107_JIM767_25_L3	5	360	90
20241107_JIM767_25_L3	6	450	90
20241107_JIM767_25_L3	7	541	90
20241107_JIM767_25_L3	8	631	90
20241107_JIM767_25_L3	9	721	90
20241107_JIM767_25_L3	10	811	90
20241107_JIM767_25_L3	11	901	90
20241107_JIM767_25_L3	12	992	90
20241107_JIM767_25_L3	13	1082	90
20241107_JIM767_25_L3	14	1172	90
20241107_JIM767_25_L3	15	1263	90
20241107_JIM767_25_L3	16	1353	90
20241107_JIM767_25_L3	17	1443	90
20241107_JIM767_25_L3	18	1533	90
20241107_JIM767_25_L3	19	1623	90
20241107_JIM767_25_L3	20	1714	90
20241107_JIM767_25_L3	21	1804	90
20241107_JIM767_25_L3	22	1894	90
20241107_JIM767_25_L3	23	1984	90
20241107_JIM767_25_L3	24	2075	90
20241107_JIM767_25_L3	25	2165	90
20241107_JIM767_25_L3	26	2255	90
20241107_JIM767_25_L3	27	2345	90
20241107_JIM767_25_L3	28	2435	90
20241107_JIM767_25_L3	29	2526	90
20241107_JIM767_25_L3	30	2616	90
20241107_JIM767_25_L3	31	2706	90
20241107_JIM767_25_L3	32	2796	90
20241107_JIM767_25_L3	33	2887	90
20241107_JIM767_25_L3	34	2977	90
20241107_JIM767_25_L3	35	3067	90
20241107_JIM767_25_L3	36	3157	90
20241107_JIM767_25_L3	37	3248	90
20241107_JIM767_25_L3	38	3338	90
20241107_JIM767_25_L3	39	3428	90
20241107_JIM767_25_L3	40	3518	90
20241107_JIM767_25_L3	41	3609	90
20241107_JIM767_25_L3	42	3699	90
20241107_JIM767_25_L3	43	3789	90
20241107_JIM767_25_L3	44	3879	90
20241107_JIM767_25_L3	45	3970	90
20241107_JIM767_25_L3	46	4060	90
20241107_JIM767_25_L3	47	4150	90
20241107_JIM767_25_L3	48	4240	90
20241107_JIM767_25_L3	49	4330	90
20241107_JIM767_25_L3	50	4421	90
20241107_JIM767_25_L3	51	4511	90
20241107_JIM767_25_L3	52	4601	90
20241107_JIM767_25_L3	53	4691	90
20241107_JIM767_25_L3	54	4782	90
20241107_JIM767_25_L3	55	4872	90
20241107_JIM767_25_L3	56	4962	90
20241107_JIM767_25_L3	57	5052	90
20241107_JIM767_25_L3	58	5143	90
20241107_JIM767_25_L3	59	5233	90
20241107_JIM767_25_L3	60	5323	90
20241107_JIM767_25_L3	61	5413	90
20241107_JIM767_25_L3	62	5504	90
20241107_JIM767_25_L3	63	5594	90
20241107_JIM767_25_L3	64	5684	90
20241107_JIM767_25_L3	65	5774	90
20241107_JIM767_25_L3	66	5864	90
20241107_JIM767_25_L3	67	5955	90
20241107_JIM767_25_L3	68	6045	90
20241107_JIM767_25_L3	69	6135	90
20241107_JIM767_25_L3	70	6225	90
20241107_JIM767_25_L3	71	6316	90
20241107_JIM767_25_L3	72	6406	90
20241107_JIM767_25_L3	73	6496	90
20241107_JIM767_25_L3	74	6586	90
20241107_JIM767_25_L3	75	6677	90
20241107_JIM767_25_L3	76	6767	90
20241107_JIM767_25_L3	77	6857	90
20241107_JIM767_25_L3	78	6947	90
20241107_JIM767_25_L3	79	7038	90
20241107_JIM767_25_L3	80	7128	90
20241107_JIM767_25_L3	81	7218	90
20241107_JIM767_25_L3	82	7308	90
20241107_JIM767_25_L3	83	7399	90
20241107_JIM767_25_L3	84	7489	90
20241107_JIM767_25_L3	85	7579	90
20241107_JIM767_25_L3	86	7669	90
20241107_JIM767_25_L3	87	7759	90
20241107_JIM767_25_L3	88	7850	90
20241107_JIM767_25_L3	89	7940	90
20241107_JIM767_25_L3	90	8030	90
20241107_JIM767_25_L3	91	8120	90
20241107_JIM767_25_L3	92	8211	90
20241107_JIM767_25_L3	93	8301	90
20241107_JIM767_25_L3	94	8391	90
20241107_JIM767_25_L3	95	8481	90
20241107_JIM767_25_L3	96	8572	90
20241107_JIM767_25_L3	97	8662	90
20241107_JIM767_25_L3	98	8752	90
20241107_JIM767_25_L3	99	8842	90
20241107_JIM767_25_L3	100	8932	90
20241107_JIM767_25_L3	101	9023	90
20241107_JIM767_25_L3	102	9113	90
20241107_JIM767_25_L3	103	9203	90
20241107_JIM767_25_L3	104	9293	90
20241107_JIM767_25_L3	105	9384	90
20241107_JIM767_25_L3	106	9474	90
20241107_JIM767_25_L3	107	9564	90
20241107_JIM767_25_L3	108	9654	90
20241107_JIM767_25_L3	109	9745	90
20241107_JIM767_25_L3	110	9835	90
20241107_JIM767_25_L3	111	9925	90
20241107_JIM767_25_L3	112	10015	90
20241107_JIM767_25_L3	113	10106	90
20241107_JIM767_25_L3	114	10196	90
20241107_JIM767_25_L3	115	10286	90
20241107_JIM767_25_L3	116	10376	90
20241107_JIM767_25_L3	117	10467	90
20241107_JIM767_25_L3	118	10557	90
20241107_JIM767_25_L3	119	10647	90
20241107_JIM767_25_L3	120	10737	90
20241107_JIM767_25_L3	121	10827	90
20241107_JIM767_25_L3	122	10918	90
20241107_JIM767_25_L3	123	11008	90
20241107_JIM767_25_L3	124	11098	90
20241107_JIM767_25_L3	125	11189	90
20241107_JIM767_25_L3	126	11279	90
20241107_JIM767_25_L3	127	11369	90
20241107_JIM767_25_L3	128	11459	90
20241107_JIM767_25_L3	129	11549	90
20241107_JIM767_25_L3	130	11640	90
20241107_JIM767_25_L3	131	11730	90
20241107_JIM767_25_L3	132	11820	90
20241107_JIM767_25_L3	133	11910	90
20241107_JIM767_25_L3	134	12001	90
20241107_JIM767_25_L3	135	12091	90
20241107_JIM767_25_L3	136	12181	90
20241107_JIM767_25_L3	137	12271	90
20241107_JIM767_25_L3	138	12362	90
20241107_JIM767_25_L3	139	12452	90
