20250419_JIM767_pha4GFP_25_L4	1	0	0
20250419_JIM767_pha4GFP_25_L4	2	90	90
20250419_JIM767_pha4GFP_25_L4	3	180	90
20250419_JIM767_pha4GFP_25_L4	4	270	90
20250419_JIM767_pha4GFP_25_L4	5	360	90
20250419_JIM767_pha4GFP_25_L4	6	451	90
20250419_JIM767_pha4GFP_25_L4	7	541	90
20250419_JIM767_pha4GFP_25_L4	8	631	90
20250419_JIM767_pha4GFP_25_L4	9	721	90
20250419_JIM767_pha4GFP_25_L4	10	812	90
20250419_JIM767_pha4GFP_25_L4	11	902	90
20250419_JIM767_pha4GFP_25_L4	12	992	90
20250419_JIM767_pha4GFP_25_L4	13	1082	90
20250419_JIM767_pha4GFP_25_L4	14	1173	90
20250419_JIM767_pha4GFP_25_L4	15	1263	90
20250419_JIM767_pha4GFP_25_L4	16	1353	90
20250419_JIM767_pha4GFP_25_L4	17	1443	90
20250419_JIM767_pha4GFP_25_L4	18	1533	90
20250419_JIM767_pha4GFP_25_L4	19	1624	90
20250419_JIM767_pha4GFP_25_L4	20	1714	90
20250419_JIM767_pha4GFP_25_L4	21	1804	90
20250419_JIM767_pha4GFP_25_L4	22	1894	90
20250419_JIM767_pha4GFP_25_L4	23	1985	90
20250419_JIM767_pha4GFP_25_L4	24	2075	90
20250419_JIM767_pha4GFP_25_L4	25	2165	90
20250419_JIM767_pha4GFP_25_L4	26	2255	90
20250419_JIM767_pha4GFP_25_L4	27	2345	90
20250419_JIM767_pha4GFP_25_L4	28	2436	90
20250419_JIM767_pha4GFP_25_L4	29	2526	90
20250419_JIM767_pha4GFP_25_L4	30	2616	90
20250419_JIM767_pha4GFP_25_L4	31	2706	90
20250419_JIM767_pha4GFP_25_L4	32	2797	90
20250419_JIM767_pha4GFP_25_L4	33	2887	90
20250419_JIM767_pha4GFP_25_L4	34	2977	90
20250419_JIM767_pha4GFP_25_L4	35	3067	90
20250419_JIM767_pha4GFP_25_L4	36	3157	90
20250419_JIM767_pha4GFP_25_L4	37	3248	90
20250419_JIM767_pha4GFP_25_L4	38	3338	90
20250419_JIM767_pha4GFP_25_L4	39	3428	90
20250419_JIM767_pha4GFP_25_L4	40	3518	90
20250419_JIM767_pha4GFP_25_L4	41	3609	90
20250419_JIM767_pha4GFP_25_L4	42	3699	90
20250419_JIM767_pha4GFP_25_L4	43	3789	90
20250419_JIM767_pha4GFP_25_L4	44	3879	90
20250419_JIM767_pha4GFP_25_L4	45	3969	90
20250419_JIM767_pha4GFP_25_L4	46	4060	90
20250419_JIM767_pha4GFP_25_L4	47	4150	90
20250419_JIM767_pha4GFP_25_L4	48	4240	90
20250419_JIM767_pha4GFP_25_L4	49	4330	90
20250419_JIM767_pha4GFP_25_L4	50	4421	90
20250419_JIM767_pha4GFP_25_L4	51	4511	90
20250419_JIM767_pha4GFP_25_L4	52	4601	90
20250419_JIM767_pha4GFP_25_L4	53	4691	90
20250419_JIM767_pha4GFP_25_L4	54	4781	90
20250419_JIM767_pha4GFP_25_L4	55	4872	90
20250419_JIM767_pha4GFP_25_L4	56	4962	90
20250419_JIM767_pha4GFP_25_L4	57	5052	90
20250419_JIM767_pha4GFP_25_L4	58	5142	90
20250419_JIM767_pha4GFP_25_L4	59	5233	90
20250419_JIM767_pha4GFP_25_L4	60	5323	90
20250419_JIM767_pha4GFP_25_L4	61	5413	90
20250419_JIM767_pha4GFP_25_L4	62	5503	90
20250419_JIM767_pha4GFP_25_L4	63	5593	90
20250419_JIM767_pha4GFP_25_L4	64	5684	90
20250419_JIM767_pha4GFP_25_L4	65	5774	90
20250419_JIM767_pha4GFP_25_L4	66	5864	90
20250419_JIM767_pha4GFP_25_L4	67	5954	90
20250419_JIM767_pha4GFP_25_L4	68	6045	90
20250419_JIM767_pha4GFP_25_L4	69	6135	90
20250419_JIM767_pha4GFP_25_L4	70	6225	90
20250419_JIM767_pha4GFP_25_L4	71	6315	90
20250419_JIM767_pha4GFP_25_L4	72	6406	90
20250419_JIM767_pha4GFP_25_L4	73	6496	90
20250419_JIM767_pha4GFP_25_L4	74	6586	90
20250419_JIM767_pha4GFP_25_L4	75	6676	90
20250419_JIM767_pha4GFP_25_L4	76	6766	90
20250419_JIM767_pha4GFP_25_L4	77	6857	90
20250419_JIM767_pha4GFP_25_L4	78	6947	90
20250419_JIM767_pha4GFP_25_L4	79	7037	90
20250419_JIM767_pha4GFP_25_L4	80	7127	90
20250419_JIM767_pha4GFP_25_L4	81	7218	90
20250419_JIM767_pha4GFP_25_L4	82	7308	90
20250419_JIM767_pha4GFP_25_L4	83	7398	90
20250419_JIM767_pha4GFP_25_L4	84	7488	90
20250419_JIM767_pha4GFP_25_L4	85	7578	90
20250419_JIM767_pha4GFP_25_L4	86	7669	90
20250419_JIM767_pha4GFP_25_L4	87	7759	90
20250419_JIM767_pha4GFP_25_L4	88	7849	90
20250419_JIM767_pha4GFP_25_L4	89	7939	90
20250419_JIM767_pha4GFP_25_L4	90	8030	90
20250419_JIM767_pha4GFP_25_L4	91	8120	90
20250419_JIM767_pha4GFP_25_L4	92	8210	90
20250419_JIM767_pha4GFP_25_L4	93	8300	90
20250419_JIM767_pha4GFP_25_L4	94	8390	90
20250419_JIM767_pha4GFP_25_L4	95	8481	90
20250419_JIM767_pha4GFP_25_L4	96	8571	90
20250419_JIM767_pha4GFP_25_L4	97	8661	90
20250419_JIM767_pha4GFP_25_L4	98	8751	90
20250419_JIM767_pha4GFP_25_L4	99	8842	90
20250419_JIM767_pha4GFP_25_L4	100	8932	90
